Paragraph_ID|Filename|Paragraph|cleaned_paragraph|cluster_id|classified_class|pair_index|similarity|nli_score|pair_Paragraph_ID|pair_Filename|pair_Paragraph
Final report on joint EBA and ESMA GL on the assessment of suitability.di.json_p90_i12|Final report on joint EBA and ESMA GL on the assessment of suitability.di.json|Several respondents suggest deleting 'allegation' that would make institutions vulnerable to false allegations by third parties and thus effectively increase reputational risk. They also evidence that allegations cannot be considered as sufficient in order to assess a member of the management body being in contravention on the basic principle of 'innocent until proven guilty'.|several respondent suggest deleting allegation would make institution vulnerable false allegation third party thus effectively increase reputational risk also evidence allegation considered sufficient order assess member management body contravention basic principle innocent proven guilty|16|Risk_ReputationImpact|48|0.9627912044525146|0.6208255887031555|L_2012150EN.01007801_1.json_p1_i55|L_2012150EN.01007801_1.json|The Commission considers that the price of SEK 17 million paid by FABV to Chips AB at the time of its purchase of the Facility does not constitute compelling evidence of the market value. The Commission has already explained in the opening decision that Chips AB accepted a price lower than the estimated market value of the Facility because it wanted to avoid damage to its corporate reputation deriving from the closure of the Facility and the job losses that would have followed, It also wished to avail itself of the opportunity of a quick sale to close the book on its Topp operations. A private market operator not having these constraints (which are specific to Chips AB) would have requested a higher price. For those reasons, the Commission does not deem it necessary to reply to the argument of Hammar (summarised in recital 27 of the present Decision), which moreover concerns a point which is not part of the formal investigation.
Final report on joint EBA and ESMA GL on the assessment of suitability.di.json_p90_i12|Final report on joint EBA and ESMA GL on the assessment of suitability.di.json|Several respondents suggest deleting 'allegation' that would make institutions vulnerable to false allegations by third parties and thus effectively increase reputational risk. They also evidence that allegations cannot be considered as sufficient in order to assess a member of the management body being in contravention on the basic principle of 'innocent until proven guilty'.|several respondent suggest deleting allegation would make institution vulnerable false allegation third party thus effectively increase reputational risk also evidence allegation considered sufficient order assess member management body contravention basic principle innocent proven guilty|16|Risk_ReputationImpact|62|0.9376469254493713|0.8178872466087341|L_2017169EN.01000801_1.json_p1_i9|L_2017169EN.01000801_1.json|Asset managers, backed by sponsors, can decide to provide discretionary support to maintain the liquidity and the stability of their MMFs. Sponsors are often forced to support their sponsored MMFs that are losing value due to reputational risk and fear that panic could spread into sponsors' other businesses. Depending on the size of the MMF and the extent of the redemption pressure, sponsor support could reach proportions that exceed their readily available reserves. Therefore, an MMF should not receive external support.
Guidelines on institutions stress testing (EBA-GL-2018-04).di.json_p53_i9|Guidelines on institutions stress testing (EBA-GL-2018-04).di.json|Moreover, oral communication of updates on best practices to the competent authorities - although stress testing still seemingly relies on GL32, dating from 2010 - entails a level of reputational risk for institutions and supervisors alike.|moreover oral communication update best practice competent authority although stress testing still seemingly relies dating entail level reputational risk institution supervisor alike|7|Risk_ReputationImpact|42|0.9445222616195679|0.4898585379123688|L_2005074EN.01004901_1.json_p1_i94|L_2005074EN.01004901_1.json|To sum up, the Commission finds that there is no evidence to link increased withdrawals to media coverage of the oil spill.
Guidelines on institutions stress testing (EBA-GL-2018-04).di.json_p53_i9|Guidelines on institutions stress testing (EBA-GL-2018-04).di.json|Moreover, oral communication of updates on best practices to the competent authorities - although stress testing still seemingly relies on GL32, dating from 2010 - entails a level of reputational risk for institutions and supervisors alike.|moreover oral communication update best practice competent authority although stress testing still seemingly relies dating entail level reputational risk institution supervisor alike|7|Risk_ReputationImpact|48|0.9466472268104553|0.5742709636688232|L_2012150EN.01007801_1.json_p1_i55|L_2012150EN.01007801_1.json|The Commission considers that the price of SEK 17 million paid by FABV to Chips AB at the time of its purchase of the Facility does not constitute compelling evidence of the market value. The Commission has already explained in the opening decision that Chips AB accepted a price lower than the estimated market value of the Facility because it wanted to avoid damage to its corporate reputation deriving from the closure of the Facility and the job losses that would have followed, It also wished to avail itself of the opportunity of a quick sale to close the book on its Topp operations. A private market operator not having these constraints (which are specific to Chips AB) would have requested a higher price. For those reasons, the Commission does not deem it necessary to reply to the argument of Hammar (summarised in recital 27 of the present Decision), which moreover concerns a point which is not part of the formal investigation.
Guidelines on institutions stress testing (EBA-GL-2018-04).di.json_p99_i15|Guidelines on institutions stress testing (EBA-GL-2018-04).di.json|One respondent recommended the exclusion in the guidelines of a comment on the unilateral cancellation of undrawn amounts of committed credit facilities, given that this might have a significant reputational risk effect. The respondent is of the view that any unilateral actions from an institution in stressed conditions should be considered through the institution's recovery planning efforts.|one respondent recommended exclusion guideline comment unilateral cancellation undrawn amount committed credit facility given might significant reputational risk effect respondent view unilateral action institution stressed condition considered institution recovery planning effort|3|Risk_ReputationImpact|40|0.9603221416473389|0.4907083809375763|L_2005074EN.01004901_1.json_p1_i50|L_2005074EN.01004901_1.json|France also states that Ofimer’s monthly summaries indicate that the quantities landed over the first six months were stable in relation to the same period in 1999, although there were downturns, sometimes large-scale, over short periods which appear to correspond to the periods of greatest media coverage. However, during this period withdrawals increased by 28 % as against 1999, particularly during the first three months of the year (January: + 92 %, February: + 66 %, March: + 35 %). For some species the level of withdrawals was extremely high (Norway lobsters: + 175 %, monkfish: + 161 %, spider crab: × 5), which is evidence of the psychological impact of the oil pollution on consumer behaviour.
Guidelines on institutions stress testing (EBA-GL-2018-04).di.json_p99_i15|Guidelines on institutions stress testing (EBA-GL-2018-04).di.json|One respondent recommended the exclusion in the guidelines of a comment on the unilateral cancellation of undrawn amounts of committed credit facilities, given that this might have a significant reputational risk effect. The respondent is of the view that any unilateral actions from an institution in stressed conditions should be considered through the institution's recovery planning efforts.|one respondent recommended exclusion guideline comment unilateral cancellation undrawn amount committed credit facility given might significant reputational risk effect respondent view unilateral action institution stressed condition considered institution recovery planning effort|3|Risk_ReputationImpact|48|0.9564437866210938|0.5491876006126404|L_2012150EN.01007801_1.json_p1_i55|L_2012150EN.01007801_1.json|The Commission considers that the price of SEK 17 million paid by FABV to Chips AB at the time of its purchase of the Facility does not constitute compelling evidence of the market value. The Commission has already explained in the opening decision that Chips AB accepted a price lower than the estimated market value of the Facility because it wanted to avoid damage to its corporate reputation deriving from the closure of the Facility and the job losses that would have followed, It also wished to avail itself of the opportunity of a quick sale to close the book on its Topp operations. A private market operator not having these constraints (which are specific to Chips AB) would have requested a higher price. For those reasons, the Commission does not deem it necessary to reply to the argument of Hammar (summarised in recital 27 of the present Decision), which moreover concerns a point which is not part of the formal investigation.
Guidelines on institutions stress testing (EBA-GL-2018-04).di.json_p99_i15|Guidelines on institutions stress testing (EBA-GL-2018-04).di.json|One respondent recommended the exclusion in the guidelines of a comment on the unilateral cancellation of undrawn amounts of committed credit facilities, given that this might have a significant reputational risk effect. The respondent is of the view that any unilateral actions from an institution in stressed conditions should be considered through the institution's recovery planning efforts.|one respondent recommended exclusion guideline comment unilateral cancellation undrawn amount committed credit facility given might significant reputational risk effect respondent view unilateral action institution stressed condition considered institution recovery planning effort|3|Risk_ReputationImpact|62|0.9475764632225037|0.6835111379623413|L_2017169EN.01000801_1.json_p1_i9|L_2017169EN.01000801_1.json|Asset managers, backed by sponsors, can decide to provide discretionary support to maintain the liquidity and the stability of their MMFs. Sponsors are often forced to support their sponsored MMFs that are losing value due to reputational risk and fear that panic could spread into sponsors' other businesses. Depending on the size of the MMF and the extent of the redemption pressure, sponsor support could reach proportions that exceed their readily available reserves. Therefore, an MMF should not receive external support.
Guidelines on institutions stress testing (EBA-GL-2018-04).di.json_p118_i10|Guidelines on institutions stress testing (EBA-GL-2018-04).di.json|The guidelines mention that in the design of scenarios, institutions should consider the impact of stress events for other risk types, e.g. credit risk losses and reputational risk events, on their liquidity position, and the possibility of spillovers between institutions.|guideline mention design scenario institution consider impact stress event risk type eg credit risk loss reputational risk event liquidity position possibility spillover institution|16|Risk_ReputationImpact|48|0.9416483044624329|0.6065632104873657|L_2012150EN.01007801_1.json_p1_i55|L_2012150EN.01007801_1.json|The Commission considers that the price of SEK 17 million paid by FABV to Chips AB at the time of its purchase of the Facility does not constitute compelling evidence of the market value. The Commission has already explained in the opening decision that Chips AB accepted a price lower than the estimated market value of the Facility because it wanted to avoid damage to its corporate reputation deriving from the closure of the Facility and the job losses that would have followed, It also wished to avail itself of the opportunity of a quick sale to close the book on its Topp operations. A private market operator not having these constraints (which are specific to Chips AB) would have requested a higher price. For those reasons, the Commission does not deem it necessary to reply to the argument of Hammar (summarised in recital 27 of the present Decision), which moreover concerns a point which is not part of the formal investigation.
L_2005074EN.01004901_1.json_p1_i47|L_2005074EN.01004901_1.json|France contests the Commission’s grounds for initiating the formal investigation procedure. It states that the shock of the Erika oil pollution, and media coverage of its alleged or suspected consequences badly damaged the image of fisheries and aquaculture products; not a single sector or area escaped this effect.|france contest commission ground initiating formal investigation procedure state shock erika oil pollution medium coverage alleged suspected consequence badly damaged image fishery aquaculture product single sector area escaped effect|8|Risk_ReputationImpact|42|0.9430747628211975|0.919460117816925|L_2005074EN.01004901_1.json_p1_i94|L_2005074EN.01004901_1.json|To sum up, the Commission finds that there is no evidence to link increased withdrawals to media coverage of the oil spill.
L_2005074EN.01004901_1.json_p1_i47|L_2005074EN.01004901_1.json|France contests the Commission’s grounds for initiating the formal investigation procedure. It states that the shock of the Erika oil pollution, and media coverage of its alleged or suspected consequences badly damaged the image of fisheries and aquaculture products; not a single sector or area escaped this effect.|france contest commission ground initiating formal investigation procedure state shock erika oil pollution medium coverage alleged suspected consequence badly damaged image fishery aquaculture product single sector area escaped effect|8|Risk_ReputationImpact|44|0.9470822215080261|0.504187285900116|L_2006085EN.01000101_1.json_p1_i148|L_2006085EN.01000101_1.json|In order to verify whether the actual price difference between the two operators reflects market conditions a correction factor was therefore applied to attempt to neutralise TV2's stronger position on the market. This weighting factor was derived from calculations by media agencies and reflects the different coverage in the target group attainable by purchasing 100 TRP 21-50 from TvDanmark and TV2. TvDanmark is on average slightly below 70 % of TV2's reach (in purchasing 100 TRP 21-50). If this factor is applied the prices are nearer to converging, while TV2's price remains slightly higher than that of TvDanmark. The difference in price thus seems to reflect market conditions. However, this result has to be treated with caution since the weighting factor cannot possibly adjust all the differences between the stations.
L_2005074EN.01004901_1.json_p1_i47|L_2005074EN.01004901_1.json|France contests the Commission’s grounds for initiating the formal investigation procedure. It states that the shock of the Erika oil pollution, and media coverage of its alleged or suspected consequences badly damaged the image of fisheries and aquaculture products; not a single sector or area escaped this effect.|france contest commission ground initiating formal investigation procedure state shock erika oil pollution medium coverage alleged suspected consequence badly damaged image fishery aquaculture product single sector area escaped effect|8|Risk_ReputationImpact|48|0.9577186703681946|0.6257094740867615|L_2012150EN.01007801_1.json_p1_i55|L_2012150EN.01007801_1.json|The Commission considers that the price of SEK 17 million paid by FABV to Chips AB at the time of its purchase of the Facility does not constitute compelling evidence of the market value. The Commission has already explained in the opening decision that Chips AB accepted a price lower than the estimated market value of the Facility because it wanted to avoid damage to its corporate reputation deriving from the closure of the Facility and the job losses that would have followed, It also wished to avail itself of the opportunity of a quick sale to close the book on its Topp operations. A private market operator not having these constraints (which are specific to Chips AB) would have requested a higher price. For those reasons, the Commission does not deem it necessary to reply to the argument of Hammar (summarised in recital 27 of the present Decision), which moreover concerns a point which is not part of the formal investigation.
L_2005074EN.01004901_1.json_p1_i50|L_2005074EN.01004901_1.json|France also states that Ofimer’s monthly summaries indicate that the quantities landed over the first six months were stable in relation to the same period in 1999, although there were downturns, sometimes large-scale, over short periods which appear to correspond to the periods of greatest media coverage. However, during this period withdrawals increased by 28 % as against 1999, particularly during the first three months of the year (January: + 92 %, February: + 66 %, March: + 35 %). For some species the level of withdrawals was extremely high (Norway lobsters: + 175 %, monkfish: + 161 %, spider crab: × 5), which is evidence of the psychological impact of the oil pollution on consumer behaviour.|france also state ofimers monthly summary indicate quantity landed first six month stable relation period although downturn sometimes largescale short period appear correspond period greatest medium coverage however period withdrawal increased particularly first three month year january february march specie level withdrawal extremely high norway lobster monkfish spider crab evidence psychological impact oil pollution consumer behaviour|8|Risk_ReputationImpact|42|0.9441808462142944|0.9491155743598938|L_2005074EN.01004901_1.json_p1_i94|L_2005074EN.01004901_1.json|To sum up, the Commission finds that there is no evidence to link increased withdrawals to media coverage of the oil spill.
L_2005074EN.01004901_1.json_p1_i50|L_2005074EN.01004901_1.json|France also states that Ofimer’s monthly summaries indicate that the quantities landed over the first six months were stable in relation to the same period in 1999, although there were downturns, sometimes large-scale, over short periods which appear to correspond to the periods of greatest media coverage. However, during this period withdrawals increased by 28 % as against 1999, particularly during the first three months of the year (January: + 92 %, February: + 66 %, March: + 35 %). For some species the level of withdrawals was extremely high (Norway lobsters: + 175 %, monkfish: + 161 %, spider crab: × 5), which is evidence of the psychological impact of the oil pollution on consumer behaviour.|france also state ofimers monthly summary indicate quantity landed first six month stable relation period although downturn sometimes largescale short period appear correspond period greatest medium coverage however period withdrawal increased particularly first three month year january february march specie level withdrawal extremely high norway lobster monkfish spider crab evidence psychological impact oil pollution consumer behaviour|8|Risk_ReputationImpact|62|0.9404052495956421|0.5323020815849304|L_2017169EN.01000801_1.json_p1_i9|L_2017169EN.01000801_1.json|Asset managers, backed by sponsors, can decide to provide discretionary support to maintain the liquidity and the stability of their MMFs. Sponsors are often forced to support their sponsored MMFs that are losing value due to reputational risk and fear that panic could spread into sponsors' other businesses. Depending on the size of the MMF and the extent of the redemption pressure, sponsor support could reach proportions that exceed their readily available reserves. Therefore, an MMF should not receive external support.
L_2005074EN.01004901_1.json_p1_i94|L_2005074EN.01004901_1.json|To sum up, the Commission finds that there is no evidence to link increased withdrawals to media coverage of the oil spill.|sum commission find evidence link increased withdrawal medium coverage oil spill|8|Risk_ReputationImpact|43|0.9476024508476257|0.589372456073761|L_2005263EN.01000801_1.json_p1_i110|L_2005263EN.01000801_1.json|In October 2000, following adverse publicity, a large number of customers withdrew substantial credit balances (savings and time deposits, and securities holdings) amounting to EUR 218 million and accounting for some 10 % of BB’s balance sheet value. These losses too had to be made good by the bank.
L_2006085EN.01000101_1.json_p1_i148|L_2006085EN.01000101_1.json|In order to verify whether the actual price difference between the two operators reflects market conditions a correction factor was therefore applied to attempt to neutralise TV2's stronger position on the market. This weighting factor was derived from calculations by media agencies and reflects the different coverage in the target group attainable by purchasing 100 TRP 21-50 from TvDanmark and TV2. TvDanmark is on average slightly below 70 % of TV2's reach (in purchasing 100 TRP 21-50). If this factor is applied the prices are nearer to converging, while TV2's price remains slightly higher than that of TvDanmark. The difference in price thus seems to reflect market conditions. However, this result has to be treated with caution since the weighting factor cannot possibly adjust all the differences between the stations.|order verify whether actual price difference two operator reflects market condition correction factor therefore applied attempt neutralise stronger position market weighting factor derived calculation medium agency reflects different coverage target group attainable purchasing trp tvdanmark tvdanmark average slightly reach purchasing trp factor applied price nearer converging price remains slightly higher tvdanmark difference price thus seems reflect market condition however result treated caution since weighting factor possibly adjust difference station|16|Risk_ReputationImpact|62|0.9384157657623291|0.5195668935775757|L_2017169EN.01000801_1.json_p1_i9|L_2017169EN.01000801_1.json|Asset managers, backed by sponsors, can decide to provide discretionary support to maintain the liquidity and the stability of their MMFs. Sponsors are often forced to support their sponsored MMFs that are losing value due to reputational risk and fear that panic could spread into sponsors' other businesses. Depending on the size of the MMF and the extent of the redemption pressure, sponsor support could reach proportions that exceed their readily available reserves. Therefore, an MMF should not receive external support.
L_2009225EN.01000101_1.json_p1_i133|L_2009225EN.01000101_1.json|The Belgian authorities consider that, in the event of liquidation, in order to avoid significant damage to its commercial reputation, SNCB would have absorbed the cost of IFB’s negative net asset value. In this respect, they emphasise that most of IFB’s creditors are also clients, suppliers, creditors, debtors or partners of SNCB.|belgian authority consider event liquidation order avoid significant damage commercial reputation sncb would absorbed cost ifbs negative net asset value respect emphasise ifbs creditor also client supplier creditor debtor partner sncb|8|Risk_ReputationImpact|62|0.9410679340362549|0.6646357774734497|L_2017169EN.01000801_1.json_p1_i9|L_2017169EN.01000801_1.json|Asset managers, backed by sponsors, can decide to provide discretionary support to maintain the liquidity and the stability of their MMFs. Sponsors are often forced to support their sponsored MMFs that are losing value due to reputational risk and fear that panic could spread into sponsors' other businesses. Depending on the size of the MMF and the extent of the redemption pressure, sponsor support could reach proportions that exceed their readily available reserves. Therefore, an MMF should not receive external support.
L_2016260EN.01010401_1.json_p1_i107|L_2016260EN.01010401_1.json|The general information and PR activities for which aid was granted aimed to present generic characteristics of foodstuffs and dealt with concerns of general interest, such as providing advice and information in case of a food scandal. The PR activities also included the improvement of the communication basis in the media and used channels such as press releases, press conferences, press service, newsletters, open door days and lobbying.|general information pr activity aid granted aimed present generic characteristic foodstuff dealt concern general interest providing advice information case food scandal pr activity also included improvement communication basis medium used channel press release press conference press service newsletter open door day lobbying|24|Risk_ReputationImpact|62|0.9346784949302673|0.6590379476547241|L_2017169EN.01000801_1.json_p1_i9|L_2017169EN.01000801_1.json|Asset managers, backed by sponsors, can decide to provide discretionary support to maintain the liquidity and the stability of their MMFs. Sponsors are often forced to support their sponsored MMFs that are losing value due to reputational risk and fear that panic could spread into sponsors' other businesses. Depending on the size of the MMF and the extent of the redemption pressure, sponsor support could reach proportions that exceed their readily available reserves. Therefore, an MMF should not receive external support.
L_2016306EN.01001901_1.json_p1_i63|L_2016306EN.01001901_1.json|Although FC Den Bosch does not participate in football competitions which have an international dimension, as a professional football club it deploys economic activities in several other markets, such as the transfer market for professional players, publicity, sponsorship, merchandising or media coverage. Aid to a professional football club strengthens its position on each of those markets, most of which cover several Member States. Therefore, if State resources are used to provide a selective advantage to a professional football club, regardless of the league in which it plays, such aid is likely to have the potential of distorting competition and to affect trade between Member States within the meaning of Article 107 (1) of the TreatyCommission Decisions regarding Germany of 20 March 2013 on Multifunktionsarena der Stadt Erfurt (Case SA. 35135 (2012/N)), point 12, and Multifunktionsarena der Stadt Jena (Case SA. 35440 (2012/N)), summary notices in OJ C 140, 18. 5. 2013, p. 1, and of 2 October 2013 on Fußballstadion Chemnitz (Case SA. 36105 (2013/N)), summary notice in OJ C 50, 21. 2. 2014, p. 1, points 12-14; Commission Decisions regarding Spain of 18 December 2013 on possible State aid to four Spanish professional football clubs (Case SA. 29769 (2013/C)), point 28, Real Madrid CF (Case SA. 33754 (2013/C)), point 20, and alleged aid in favour of three Valencia football clubs (Case SA. 36387 (2013/C)), point 16, published in OJ C 69, 7. 3. 2014, p. 99. .|although fc den bosch participate football competition international dimension professional football club deploys economic activity several market transfer market professional player publicity sponsorship merchandising medium coverage aid professional football club strengthens position market cover several member state therefore state resource used provide selective advantage professional football club regardless league play aid likely potential distorting competition affect trade member state within meaning article treatycommission decision regarding germany march multifunktionsarena der stadt erfurt case sa point multifunktionsarena der stadt jena case sa summary notice oj c p october fußballstadion chemnitz case sa summary notice oj c p point commission decision regarding spain december possible state aid four spanish professional football club case sa point real madrid cf case sa point alleged aid favour three valencia football club case sa point published oj c p|9|Risk_ReputationImpact|59|0.9970434904098511|0.6255944967269897|L_2016320EN.01004001_1_1.json_p1_i50|L_2016320EN.01004001_1_1.json|With regard to the potential impact on the internal market, the Commission points out that NEC has been a participant in European football tournaments. Furthermore, professional football clubs deploy economic activities in several markets other than participating in football competitions, such as the transfer market for professional players, publicity, sponsorship, merchandising or media coverage. Aid to a professional football club strengthens its position on each of those international markets. Therefore, if State resources are used to provide a selective advantage to a professional football club, regardless of the league in which it plays, such aid is likely to have the potential of distorting competition and to affect trade between Member States within the meaning of Article 107 (1) of the TreatyCommission Decisions regarding Germany of 20 March 2013 on Multifunktionsarena der Stadt Erfurt (Case SA. 35135 (2012/N)), point 12, and Multifunktionsarena der Stadt Jena (Case SA. 35440 (2012/N)), summary notices in OJ C 140, 18. 5. 2013, p. 1, and of 2 October 2013 on Fußballstadion Chemnitz (Case SA. 36105 (2013/N)), summary notice in OJ C 50, 21. 2. 2014, p. 1, points 12-14; Commission Decisions regarding Spain of 18 December 2013 on possible State aid to four Spanish professional football clubs (Case SA. 29769 (2013/C)), point 28, Real Madrid CF (Case SA. 33754 (2013/C)), point 20, and alleged aid in favour of three Valencia football clubs (Case SA. 36387 (2013/C)), point 16, published in OJ C 69, 7. 3. 2014, p. 99. .
